data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2024,58481772,,51
2024,58481773,,51
2024,57440259,,51
2024,57440260,,52
2024,57440263,,51
2024,57440265,,51
2024,57440266,,51
2024,57440294,,51
2024,57440305,,51
2024,57440325,,51
2024,57440327,,51
2024,57440345,,51
2024,57440404,,51
2024,57440423,,51
2024,57440433,,51
2024,57440445,,5
2024,57440451,,51
2024,57440484,,51
2024,57440493,,51
2024,57440502,,51
2024,57440559,,51
2024,57440570,,51
2024,57440571,,51
2024,57440581,,51
2024,57440608,,51
2024,57440615,,51
2024,57440698,,51
2024,57440789,,52
2024,57440799,,51
2024,57440811,,51
2024,57440843,,51
2024,57440856,,51
2024,57897556,,51
2024,57440988,,51
2024,57441031,,51
2024,57441054,,51
2024,57441081,,51
2024,57441122,,52
2024,57441249,,51
2024,57441250,,51
2024,57441302,,51
2024,57441399,,52
2024,57441483,,51
2024,57441513,,51
2024,57441549,,51
2024,57441589,,51
2024,57441720,,51
2024,57441783,,51
2024,57441880,,51
2024,57441979,,51
2024,57442040,,51
2024,57442063,,53
2024,57442092,,51
2024,57442122,,51
2024,57442138,,51
2024,57442161,,51
2024,57442240,,51
2024,57908208,,51
2024,57908209,,51
2024,57897578,,51
2024,57524913,,51
2024,58690614,,51
2024,56543610,,51
2024,56543611,,51
2024,56543612,,51
2024,56543614,,51
2024,56543615,,51
2024,56543616,,51
2024,56543617,,51
2024,56543618,,5
2024,56543618,,52
2024,56543619,,53
2024,56543620,,51
2024,56543621,,5
2024,56543622,,51
2024,56543623,,51
2024,56543624,,53
2024,56543625,,51
2024,56543626,,5
2024,56543627,,51
2024,56543628,,51
2024,56543629,,51
2024,56543631,,51
2024,56543632,,51
2024,56543633,,51
2024,56543634,,51
2024,56543635,,51
2024,56543636,,51
2024,56543637,,51
2024,56543638,,51
2024,56543639,,51
2024,56543591,,52
2024,57062352,,51
2024,57062353,,51
2024,57062354,,5
2024,57062356,,51
2024,57062357,,51
2024,57062358,,51
2024,57062359,,5
2024,57062360,,51
2024,57062361,,51
2024,57062362,,51
2024,57062363,,51
2024,57062364,,5
2024,57062365,,51
2024,57062366,,53
2024,57062368,,51
2024,57062369,,51
2024,57062370,,51
2024,57062371,,51
2024,57062372,,51
2024,57523493,,51
2024,57062374,,51
2024,57062375,,51
2024,57062376,,51
2024,57062383,,51
2024,57523494,,51
2024,57062394,,51
2024,57523495,,51
2024,57523496,,51
2024,57523497,,51
2024,57523498,,51
2024,57523499,,51
2024,57523500,,51
2024,57523501,,51
2024,57523502,,51
2024,57523503,,51
2024,57523504,,51
2024,57523505,,51
2024,57523506,,51
2024,57523507,,51
2024,57523508,,51
2024,57523509,,53
2024,57523510,,51
2024,57523511,,5
2024,57523512,,52
2024,57523513,,51
2024,57523514,,51
2024,57523515,,51
2024,57523516,,5
2024,57523517,,51
2024,57523518,,51
2024,57523519,,5
2024,57523520,,51
2024,57523522,,51
2024,57523524,,51
2024,57523531,,51
2024,57523532,,51
2024,57523534,,51
2024,58075039,,51
2024,58075040,,51
2024,57523547,,51
2024,57523548,,51
2024,58075041,,51
2024,58075042,,51
2024,57523554,,51
2024,58075045,,51
2024,58075046,,51
2024,58075047,,51
2024,58075049,,51
2024,58075050,,51
2024,58075051,,52
2024,58075052,,51
2024,58075053,,51
2024,58075054,,9
2024,58075056,,51
2024,58075058,,51
2024,58075060,,51
2024,58075061,,51
2024,58075062,,5
2024,58075063,,51
2024,58075064,,51
2024,58075066,,51
2024,58623367,,5
2024,58075068,,51
2024,58075069,,51
2024,58075070,,51
2024,58075073,,51
2024,58075074,,51
2024,58075076,,51
2024,58075078,,51
2024,58075079,,51
2024,58075080,,51
2024,58075081,,51
2024,58075082,,51
