,county,state,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Female,Male,Total population
571,Orange County,Florida,0.055,0.061,0.055999999999999994,0.067,0.071,0.156,0.154,0.13,0.059000000000000004,0.054000000000000006,0.08,0.040999999999999995,0.013999999999999999,0.508,0.49200000000000005,1533646.0
572,Orange County,New York,0.067,0.071,0.07,0.076,0.071,0.121,0.125,0.122,0.063,0.059000000000000004,0.091,0.051,0.012,0.501,0.499,411767.0
573,Orange County,North Carolina,0.038,0.05,0.057,0.105,0.127,0.106,0.115,0.115,0.057,0.062,0.098,0.059000000000000004,0.01,0.524,0.47600000000000003,152877.0
574,Orange County,Texas,0.052000000000000005,0.073,0.08,0.067,0.059000000000000004,0.11699999999999999,0.139,0.126,0.062,0.065,0.098,0.053,0.009000000000000001,0.506,0.494,86115.0
575,Orangeburg County,South Carolina,0.049,0.053,0.064,0.079,0.07,0.11199999999999999,0.106,0.10300000000000001,0.061,0.086,0.126,0.069,0.023,0.523,0.47700000000000004,83129.0
576,Orleans Parish,Louisiana,0.053,0.053,0.054000000000000006,0.062,0.063,0.136,0.156,0.114,0.05,0.07,0.115,0.053,0.02,0.53,0.47,362701.0
577,Osceola County,Florida,0.059000000000000004,0.057,0.075,0.07400000000000001,0.063,0.135,0.157,0.136,0.062,0.049,0.08,0.046,0.008,0.507,0.493,468058.0
578,Oswego County,New York,0.048,0.051,0.065,0.079,0.071,0.11699999999999999,0.11800000000000001,0.113,0.071,0.077,0.11800000000000001,0.055,0.018000000000000002,0.496,0.504,118305.0
579,Otero County,New Mexico,0.047,0.04,0.091,0.062,0.08900000000000001,0.141,0.127,0.10400000000000001,0.039,0.077,0.10800000000000001,0.063,0.012,0.47,0.53,69711.0
580,Ottawa County,Michigan,0.053,0.062,0.066,0.085,0.087,0.12300000000000001,0.125,0.10800000000000001,0.051,0.063,0.102,0.054000000000000006,0.021,0.504,0.496,306235.0
581,Ouachita Parish,Louisiana,0.066,0.069,0.065,0.073,0.064,0.135,0.129,0.11599999999999999,0.061,0.057,0.102,0.047,0.018000000000000002,0.524,0.47600000000000003,157874.0
582,Outagamie County,Wisconsin,0.055,0.069,0.062,0.063,0.059000000000000004,0.129,0.134,0.122,0.052000000000000005,0.077,0.10400000000000001,0.053,0.022000000000000002,0.49700000000000005,0.503,195390.0
583,Ozaukee County,Wisconsin,0.046,0.061,0.062,0.057,0.057,0.096,0.136,0.11800000000000001,0.062,0.078,0.128,0.08,0.02,0.503,0.49700000000000005,93956.0
584,Palm Beach County,Florida,0.049,0.048,0.055,0.057,0.053,0.114,0.121,0.11800000000000001,0.063,0.068,0.12,0.095,0.038,0.511,0.489,1582055.0
585,Parker County,Texas,0.059000000000000004,0.065,0.07400000000000001,0.073,0.05,0.11599999999999999,0.14800000000000002,0.11900000000000001,0.065,0.066,0.102,0.040999999999999995,0.021,0.499,0.501,179707.0
586,Pasco County,Florida,0.048,0.057999999999999996,0.057999999999999996,0.055999999999999994,0.053,0.11800000000000001,0.136,0.127,0.065,0.065,0.115,0.08,0.022000000000000002,0.512,0.488,659114.0
587,Passaic County,New Jersey,0.062,0.062,0.07,0.069,0.065,0.132,0.131,0.11900000000000001,0.063,0.061,0.095,0.05,0.021,0.508,0.49200000000000005,526597.0
588,Paulding County,Georgia,0.055999999999999994,0.066,0.076,0.073,0.07,0.121,0.14400000000000002,0.14800000000000002,0.068,0.053,0.08199999999999999,0.038,0.006,0.511,0.489,188549.0
589,Payne County,Oklahoma,0.044000000000000004,0.044000000000000004,0.062,0.11699999999999999,0.188,0.12300000000000001,0.106,0.091,0.033,0.051,0.081,0.043,0.018000000000000002,0.48100000000000004,0.519,84199.0
590,Pender County,North Carolina,0.049,0.07200000000000001,0.057,0.065,0.054000000000000006,0.11699999999999999,0.127,0.133,0.079,0.067,0.111,0.057999999999999996,0.011000000000000001,0.49,0.51,70077.0
591,Pennington County,South Dakota,0.057,0.068,0.055999999999999994,0.064,0.054000000000000006,0.135,0.122,0.10300000000000001,0.061,0.071,0.136,0.05,0.023,0.484,0.516,115979.0
592,Penobscot County,Maine,0.04,0.051,0.047,0.073,0.067,0.124,0.127,0.12,0.062,0.079,0.126,0.064,0.021,0.505,0.495,156840.0
593,Peoria County,Illinois,0.059000000000000004,0.067,0.073,0.067,0.057,0.134,0.12300000000000001,0.11900000000000001,0.054000000000000006,0.057999999999999996,0.109,0.064,0.016,0.504,0.496,179630.0
594,Philadelphia County,Pennsylvania,0.057999999999999996,0.052000000000000005,0.063,0.066,0.068,0.18,0.14400000000000002,0.105,0.055,0.054000000000000006,0.091,0.048,0.015,0.528,0.47200000000000003,1573916.0
595,Pickens County,South Carolina,0.048,0.042,0.051,0.128,0.092,0.126,0.105,0.10400000000000001,0.059000000000000004,0.062,0.105,0.062,0.017,0.491,0.509,138207.0
596,Pierce County,Washington,0.059000000000000004,0.066,0.063,0.061,0.063,0.152,0.15,0.11800000000000001,0.055999999999999994,0.057999999999999996,0.094,0.045,0.017,0.499,0.501,941170.0
597,Pima County,Arizona,0.047,0.05,0.055999999999999994,0.07,0.086,0.131,0.11800000000000001,0.106,0.05,0.062,0.121,0.08199999999999999,0.02,0.506,0.494,1080149.0
598,Pinal County,Arizona,0.054000000000000006,0.055,0.064,0.06,0.055,0.134,0.138,0.11199999999999999,0.047,0.063,0.11900000000000001,0.083,0.015,0.486,0.514,513862.0
599,Pinellas County,Florida,0.038,0.033,0.051,0.043,0.048,0.12,0.121,0.11699999999999999,0.069,0.085,0.146,0.094,0.035,0.518,0.48200000000000004,965870.0
600,Pitt County,North Carolina,0.054000000000000006,0.064,0.052000000000000005,0.084,0.14300000000000002,0.127,0.10800000000000001,0.11199999999999999,0.054000000000000006,0.047,0.092,0.047,0.016,0.532,0.46799999999999997,180783.0
601,Placer County,California,0.047,0.063,0.063,0.062,0.051,0.10800000000000001,0.142,0.129,0.059000000000000004,0.066,0.114,0.073,0.024,0.505,0.495,433822.0
602,Platte County,Missouri,0.054000000000000006,0.05,0.07400000000000001,0.068,0.057999999999999996,0.132,0.14400000000000002,0.129,0.057999999999999996,0.066,0.09699999999999999,0.059000000000000004,0.012,0.503,0.49700000000000005,113207.0
603,Plymouth County,Massachusetts,0.051,0.046,0.067,0.057999999999999996,0.062,0.11199999999999999,0.125,0.12300000000000001,0.075,0.071,0.121,0.068,0.019,0.512,0.488,542090.0
604,Polk County,Florida,0.055999999999999994,0.06,0.064,0.064,0.062,0.136,0.136,0.11699999999999999,0.055999999999999994,0.057,0.105,0.069,0.018000000000000002,0.507,0.493,852878.0
605,Polk County,Iowa,0.063,0.063,0.07,0.067,0.064,0.153,0.14300000000000002,0.11800000000000001,0.049,0.063,0.08800000000000001,0.04,0.018000000000000002,0.501,0.499,516185.0
606,Polk County,Oregon,0.055999999999999994,0.047,0.07,0.071,0.08800000000000001,0.12,0.124,0.11900000000000001,0.052000000000000005,0.05,0.11,0.069,0.024,0.503,0.49700000000000005,90549.0
607,Ponce Municipio,Puerto Rico,0.031,0.037000000000000005,0.057,0.061,0.066,0.13699999999999998,0.109,0.11199999999999999,0.063,0.061,0.129,0.10099999999999999,0.035,0.523,0.47700000000000004,129659.0
608,Portage County,Ohio,0.045,0.044000000000000004,0.055,0.075,0.10300000000000001,0.133,0.11800000000000001,0.107,0.057,0.071,0.11699999999999999,0.057,0.018000000000000002,0.515,0.485,163839.0
609,Portage County,Wisconsin,0.039,0.051,0.055,0.08800000000000001,0.10300000000000001,0.133,0.111,0.106,0.055,0.068,0.115,0.057,0.02,0.504,0.496,72040.0
610,Porter County,Indiana,0.05,0.068,0.048,0.07200000000000001,0.059000000000000004,0.12300000000000001,0.127,0.132,0.061,0.06,0.12300000000000001,0.061,0.016,0.504,0.496,175860.0
611,Portsmouth city,Virginia,0.067,0.063,0.06,0.067,0.077,0.145,0.142,0.102,0.036000000000000004,0.078,0.095,0.057999999999999996,0.011000000000000001,0.52,0.48,96482.0
612,Pottawatomie County,Oklahoma,0.051,0.055999999999999994,0.07400000000000001,0.08,0.069,0.122,0.126,0.126,0.071,0.054000000000000006,0.10099999999999999,0.054000000000000006,0.015,0.516,0.484,74446.0
613,Pottawattamie County,Iowa,0.055,0.053,0.077,0.07200000000000001,0.054000000000000006,0.12300000000000001,0.12300000000000001,0.11599999999999999,0.053,0.076,0.12,0.052000000000000005,0.026000000000000002,0.506,0.494,93529.0
614,Potter County,Texas,0.054000000000000006,0.073,0.087,0.073,0.07,0.136,0.132,0.11800000000000001,0.054000000000000006,0.052000000000000005,0.087,0.040999999999999995,0.022000000000000002,0.483,0.517,114649.0
615,Prince George's County,Maryland,0.057999999999999996,0.061,0.06,0.067,0.064,0.136,0.135,0.128,0.064,0.068,0.09699999999999999,0.047,0.015,0.516,0.484,966629.0
616,Prince William County,Virginia,0.066,0.07,0.075,0.07400000000000001,0.064,0.125,0.147,0.139,0.061,0.055999999999999994,0.07400000000000001,0.039,0.01,0.499,0.501,497003.0
617,Providence County,Rhode Island,0.052000000000000005,0.052000000000000005,0.057999999999999996,0.068,0.069,0.147,0.14300000000000002,0.11599999999999999,0.063,0.062,0.099,0.051,0.02,0.508,0.49200000000000005,675912.0
618,Pueblo County,Colorado,0.051,0.049,0.07,0.061,0.063,0.131,0.132,0.113,0.049,0.076,0.11900000000000001,0.069,0.017,0.504,0.496,169866.0
619,Pulaski County,Arkansas,0.061,0.066,0.061,0.061,0.069,0.14,0.133,0.11699999999999999,0.052000000000000005,0.064,0.10400000000000001,0.052000000000000005,0.018000000000000002,0.522,0.478,401209.0
620,Pulaski County,Kentucky,0.051,0.061,0.06,0.065,0.05,0.12300000000000001,0.11900000000000001,0.128,0.066,0.07400000000000001,0.11800000000000001,0.065,0.02,0.513,0.48700000000000004,66842.0
621,Putnam County,Florida,0.044000000000000004,0.063,0.075,0.038,0.057,0.109,0.126,0.10099999999999999,0.066,0.083,0.142,0.079,0.018000000000000002,0.499,0.501,77301.0
622,Putnam County,New York,0.047,0.057999999999999996,0.043,0.061,0.057999999999999996,0.099,0.14400000000000002,0.131,0.081,0.07400000000000001,0.12300000000000001,0.059000000000000004,0.021,0.506,0.494,98409.0
623,Putnam County,Tennessee,0.053,0.057,0.06,0.083,0.10400000000000001,0.14,0.11199999999999999,0.11599999999999999,0.047,0.065,0.094,0.052000000000000005,0.017,0.495,0.505,84894.0
624,Queens County,New York,0.052000000000000005,0.051,0.055,0.051,0.055,0.147,0.13699999999999998,0.127,0.065,0.069,0.109,0.06,0.022000000000000002,0.511,0.489,2316841.0
625,Racine County,Wisconsin,0.055,0.068,0.06,0.059000000000000004,0.053,0.127,0.12300000000000001,0.126,0.068,0.069,0.113,0.057999999999999996,0.02,0.51,0.49,198651.0
626,Raleigh County,West Virginia,0.05,0.04,0.077,0.064,0.053,0.115,0.121,0.13699999999999998,0.054000000000000006,0.062,0.134,0.068,0.024,0.488,0.512,72379.0
627,Ramsey County,Minnesota,0.06,0.06,0.067,0.066,0.067,0.156,0.14300000000000002,0.106,0.05,0.059000000000000004,0.09699999999999999,0.05,0.018000000000000002,0.511,0.489,542015.0
628,Randall County,Texas,0.055999999999999994,0.062,0.07200000000000001,0.078,0.07,0.136,0.142,0.11900000000000001,0.054000000000000006,0.048,0.10300000000000001,0.046,0.015,0.515,0.485,150547.0
629,Randolph County,North Carolina,0.052000000000000005,0.069,0.054000000000000006,0.062,0.064,0.122,0.11699999999999999,0.129,0.073,0.065,0.11199999999999999,0.066,0.013999999999999999,0.5,0.5,148389.0
630,Rankin County,Mississippi,0.051,0.051,0.069,0.065,0.063,0.129,0.147,0.133,0.053,0.066,0.098,0.057999999999999996,0.017,0.524,0.47600000000000003,160573.0
631,Rapides Parish,Louisiana,0.063,0.067,0.071,0.067,0.052000000000000005,0.139,0.13,0.107,0.06,0.067,0.105,0.053,0.018000000000000002,0.513,0.48700000000000004,125899.0
632,Rensselaer County,New York,0.048,0.047,0.057999999999999996,0.07400000000000001,0.06,0.134,0.131,0.121,0.07200000000000001,0.065,0.113,0.051,0.025,0.505,0.495,160749.0
633,Rice County,Minnesota,0.046,0.062,0.066,0.09699999999999999,0.085,0.122,0.12300000000000001,0.106,0.054000000000000006,0.065,0.10300000000000001,0.044000000000000004,0.026000000000000002,0.48700000000000004,0.513,69025.0
634,Richland County,Ohio,0.053,0.068,0.054000000000000006,0.059000000000000004,0.055999999999999994,0.13699999999999998,0.121,0.12,0.057,0.063,0.12,0.07,0.022000000000000002,0.486,0.514,124853.0
635,Richland County,South Carolina,0.053,0.054000000000000006,0.064,0.087,0.10099999999999999,0.145,0.124,0.115,0.047,0.061,0.091,0.046,0.013000000000000001,0.519,0.48100000000000004,430651.0
636,Richmond County,Georgia,0.061,0.063,0.065,0.07,0.076,0.158,0.127,0.105,0.053,0.061,0.099,0.044000000000000004,0.017,0.515,0.485,206303.0
637,Richmond County,New York,0.051,0.055,0.066,0.06,0.062,0.128,0.131,0.129,0.065,0.071,0.107,0.053,0.021,0.511,0.489,498212.0
638,Richmond city,Virginia,0.051,0.065,0.034,0.065,0.075,0.207,0.154,0.095,0.043,0.064,0.095,0.043,0.01,0.526,0.474,233655.0
639,Riley County,Kansas,0.045,0.035,0.042,0.138,0.21600000000000003,0.172,0.10300000000000001,0.068,0.033,0.039,0.062,0.034,0.013000000000000001,0.455,0.545,72557.0
640,Riverside County,California,0.057,0.061,0.07200000000000001,0.073,0.065,0.136,0.138,0.122,0.057999999999999996,0.057999999999999996,0.092,0.053,0.017,0.499,0.501,2529933.0
641,Roanoke County,Virginia,0.038,0.042,0.065,0.075,0.059000000000000004,0.114,0.12,0.125,0.062,0.07400000000000001,0.124,0.08199999999999999,0.021,0.514,0.486,97334.0
642,Roanoke city,Virginia,0.053,0.037000000000000005,0.073,0.099,0.05,0.133,0.136,0.11599999999999999,0.057,0.061,0.105,0.057,0.024,0.514,0.486,97912.0
643,Robertson County,Tennessee,0.057999999999999996,0.083,0.051,0.068,0.066,0.122,0.14300000000000002,0.122,0.066,0.061,0.098,0.051,0.012,0.491,0.509,78459.0
644,Robeson County,North Carolina,0.075,0.064,0.07400000000000001,0.077,0.071,0.124,0.122,0.114,0.05,0.069,0.095,0.053,0.012,0.516,0.484,118624.0
645,Rock County,Wisconsin,0.055999999999999994,0.063,0.059000000000000004,0.064,0.055,0.129,0.132,0.11900000000000001,0.063,0.069,0.12,0.051,0.022000000000000002,0.509,0.491,165461.0
646,Rock Island County,Illinois,0.055,0.059000000000000004,0.071,0.06,0.067,0.12,0.129,0.114,0.051,0.073,0.115,0.062,0.024,0.511,0.489,142731.0
647,Rockdale County,Georgia,0.055,0.057,0.07200000000000001,0.07200000000000001,0.061,0.14,0.115,0.127,0.062,0.068,0.10400000000000001,0.055,0.011000000000000001,0.539,0.461,97610.0
648,Rockingham County,New Hampshire,0.043,0.046,0.055999999999999994,0.052000000000000005,0.052000000000000005,0.11699999999999999,0.129,0.126,0.079,0.078,0.13,0.069,0.022000000000000002,0.503,0.49700000000000005,322433.0
649,Rockingham County,North Carolina,0.052000000000000005,0.05,0.064,0.051,0.057,0.113,0.11599999999999999,0.13,0.063,0.084,0.133,0.067,0.021,0.52,0.48,93517.0
650,Rockingham County,Virginia,0.06,0.053,0.068,0.067,0.068,0.11599999999999999,0.12,0.114,0.054000000000000006,0.07400000000000001,0.11599999999999999,0.067,0.022000000000000002,0.51,0.49,87674.0
651,Rockland County,New York,0.091,0.08,0.083,0.076,0.063,0.11699999999999999,0.11599999999999999,0.102,0.051,0.061,0.085,0.055999999999999994,0.019,0.501,0.499,348144.0
652,Rockwall County,Texas,0.06,0.068,0.08,0.073,0.054000000000000006,0.132,0.171,0.11900000000000001,0.051,0.066,0.078,0.036000000000000004,0.013000000000000001,0.509,0.491,137044.0
653,Rogers County,Oklahoma,0.054000000000000006,0.063,0.067,0.07200000000000001,0.055999999999999994,0.127,0.127,0.121,0.06,0.073,0.10400000000000001,0.062,0.013000000000000001,0.49200000000000005,0.508,101371.0
654,Ross County,Ohio,0.052000000000000005,0.048,0.068,0.057999999999999996,0.06,0.132,0.12300000000000001,0.135,0.061,0.076,0.115,0.053,0.019,0.474,0.526,76046.0
