data_year,victim_id,injury_id
2024,209930719,4
2024,209930721,4
2024,206158378,5
2024,209930733,4
2024,213517379,4
2024,213517380,5
2024,212298908,5
2024,212298909,5
2024,206158424,5
2024,206158434,5
2024,206158473,4
2024,206160349,5
2024,206160350,4
2024,206160377,4
2024,206160382,4
2024,206160402,5
2024,206160409,5
2024,206160410,5
2024,206160412,4
2024,220750799,5
2024,220750800,5
2024,220750801,5
2024,220750802,5
2024,224386395,5
2024,224386396,5
2024,206160457,5
2024,209930783,4
2024,206160529,4
2024,206160531,5
2024,206160532,5
2024,209930791,4
2024,206160547,4
2024,206160566,4
2024,206160595,8
2024,206160596,4
2024,213517456,5
2024,206160606,4
2024,206162524,5
2024,206162529,5
2024,217301661,5
2024,209931052,4
2024,206162565,4
2024,206162575,5
2024,206162587,4
2024,206162588,5
2024,206162663,4
2024,220750889,5
2024,206162706,4
2024,206162709,4
2024,206162710,4
2024,206162711,4
2024,206162712,4
2024,222639102,4
2024,215369615,5
2024,215369623,5
2024,215369624,5
2024,213957935,4
2024,213957936,4
2024,220750900,5
2024,206162770,4
2024,206162797,5
